strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	clade_membership	sra_accessions	abbr_authors	authors	institution
GQ260618	GQ260618	GQ260618.1	2006-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260617	GQ260617	GQ260617.1	2006-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260616	GQ260616	GQ260616.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260615	GQ260615	GQ260615.1	2005-XX-XX	Asia	Taiwan			1500	Anopheles minimus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260614	GQ260614	GQ260614.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260613	GQ260613	GQ260613.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260612	GQ260612	GQ260612.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260611	GQ260611	GQ260611.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260610	GQ260610	GQ260610.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260609	GQ260609	GQ260609.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ260608	GQ260608	GQ260608.1	2005-XX-XX	Asia	Taiwan			1500	Culex tritaeniorhynchus	2010-05-02	2016-07-25			Huang et al	Huang,J.H.,Lin,T.H.,Teng,H.J.,Su,C.L.,Tsai,K.H.,Lu,L.C.,Lin,C.,Yang,C.F.,Chang,S.F.,Liao,T.L.,Yu,S.K.,Cheng,C.H.,Chang,M.C.,Hu,H.C.,Shu,P.Y.,Shu,P.-Y.,Huang,J.-H.,Su,C.-L.,Tsai,K.-H.,Lin,T.-H.,Teng,H.-J.,Lu,L.-C.,Yang,C.-F.,Cheng,S.-F.,Liao,T.-L.,Yu,S.-K.,Cheng,C.-H.,Chang,M.-C.,Hu,H.-C.	Research and Diagnostic Center, Centers for Disease Control
GQ199609	GQ199609	GQ199609.1		Asia	South Korea			10968		2009-07-05	2009-07-23	3		Yun et al	Yun,S.I.,Kim,S.Y.,Rice,C.M.,Lee,Y.M.,Song,B.H.,Choi,Y.J.,Kim,J.M.,Lee,C.H.,Yun,S.-I.,Lee,Y.-M.	Chungbuk National University, College of Medicine, Department of Microbiology
GN354181	GN354181	GN354181.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354180	GN354180	GN354180.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354179	GN354179	GN354179.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354178	GN354178	GN354178.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354177	GN354177	GN354177.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354176	GN354176	GN354176.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354175	GN354175	GN354175.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354174	GN354174	GN354174.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354173	GN354173	GN354173.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
GN354172	GN354172	GN354172.1						60		2009-05-12	2009-05-12			Baptista et al	Baptista,C.S.,Wu,X.,Munroe,D.J.	
FW337873	FW337873	FW337873.1						20		2010-06-17	2010-06-17			Weller et al	Weller,D.D.,Hasshinga,J.N.	
FW337872	FW337872	FW337872.1						18		2010-06-17	2010-06-17			Weller et al	Weller,D.D.,Hasshinga,J.N.	
FW337861	FW337861	FW337861.1						40		2010-06-17	2010-06-17			Weller et al	Weller,D.D.,Hasshinga,J.N.	
FV537325	FV537325	FV537325.1						10976		2010-03-18	2010-03-18			Millar et al	Millar,D.S.,Meruki,J.R.	
FV537324	FV537324	FV537324.1						10976		2010-03-18	2010-03-18			Millar et al	Millar,D.S.,Meruki,J.R.	
FV537323	FV537323	FV537323.1						10976		2010-03-18	2010-03-18			Millar et al	Millar,D.S.,Meruki,J.R.	
FV537322	FV537322	FV537322.1						10976		2010-03-18	2010-03-18			Millar et al	Millar,D.S.,Meruki,J.R.	
FJ979832	FJ979832	FJ979832.1	1978-XX-XX	Asia	India			1500	Homo sapiens	2011-12-31	2016-07-25			Mishra et al	Mishra,N.,Saxena,S.K.	Centre for Cellular and Molecular Biology, Infectious Diseases
FJ979831	FJ979831	FJ979831.1	2005-XX-XX	Asia	India			1500	Homo sapiens	2011-12-31	2016-07-25			Mishra et al	Mishra,N.,Saxena,S.K.	Centre for Cellular and Molecular Biology, Infectious Diseases
FJ979830	FJ979830	FJ979830.1	2005-XX-XX	Asia	India	Uttar Pradesh		1524	Homo sapiens	2009-06-14	2016-07-24			Saxena et al	Saxena,S.K.,Mishra,N.,Saxena,R.,Singh,M.,Mathur,A.	Centre for Cellular and Molecular Biology, Infectious Diseases
FJ943494	FJ943494	FJ943494.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943493	FJ943493	FJ943493.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943492	FJ943492	FJ943492.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943491	FJ943491	FJ943491.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943490	FJ943490	FJ943490.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943489	FJ943489	FJ943489.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943488	FJ943488	FJ943488.1	2008-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943487	FJ943487	FJ943487.1	2007-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943486	FJ943486	FJ943486.1	2007-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943485	FJ943485	FJ943485.1	2007-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943484	FJ943484	FJ943484.1	2006-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943483	FJ943483	FJ943483.1	2006-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943482	FJ943482	FJ943482.1	2006-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943481	FJ943481	FJ943481.1	2006-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943480	FJ943480	FJ943480.1	2005-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943479	FJ943479	FJ943479.1	2003-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943478	FJ943478	FJ943478.1	2003-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943477	FJ943477	FJ943477.1	2003-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943476	FJ943476	FJ943476.1	2003-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943475	FJ943475	FJ943475.1	2003-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943474	FJ943474	FJ943474.1	1999-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943473	FJ943473	FJ943473.1	1999-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943472	FJ943472	FJ943472.1	1997-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943471	FJ943471	FJ943471.1	1995-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943470	FJ943470	FJ943470.1	1989-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943469	FJ943469	FJ943469.1	1989-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943468	FJ943468	FJ943468.1	1989-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943467	FJ943467	FJ943467.1	1989-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943466	FJ943466	FJ943466.1	1989-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943465	FJ943465	FJ943465.1	1981-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943464	FJ943464	FJ943464.1	1981-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943463	FJ943463	FJ943463.1	1980-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ943462	FJ943462	FJ943462.1	1980-XX-XX	Asia	Japan			1500	Sus scrofa	2010-01-27	2016-07-25			Tang et al	Tang,W.F.,Ogawa,M.,Eshita,Y.,Aono,H.,Makino,Y.,Tang,W.-F.	Faculty of Medicine, Oita University, Department of Public Health
FJ938232	FJ938232	FJ938232.1	1983-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938231	FJ938231	FJ938231.1	1983-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938230	FJ938230	FJ938230.1	1993-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938229	FJ938229	FJ938229.1	1989-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2016-07-25			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938228	FJ938228	FJ938228.1	1988-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938227	FJ938227	FJ938227.1	1988-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938226	FJ938226	FJ938226.1	1987-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938225	FJ938225	FJ938225.1	1987-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938224	FJ938224	FJ938224.1	1984-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938223	FJ938223	FJ938223.1	2005-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2016-07-25			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938222	FJ938222	FJ938222.1	2001-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938221	FJ938221	FJ938221.1	2001-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938220	FJ938220	FJ938220.1	2001-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938219	FJ938219	FJ938219.1	1996-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938218	FJ938218	FJ938218.1	1995-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938217	FJ938217	FJ938217.1	1994-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ938216	FJ938216	FJ938216.1	1994-XX-XX	Asia	South Korea			1500	Culicidae	2010-07-21	2010-07-21			Yun et al	Yun,S.M.,Cho,J.E.,Ju,Y.R.,Kim,S.Y.,Ryou,J.,Han,M.G.,Choi,W.Y.,Jeong,Y.E.,Yun,S.-M.	National Institute of Health, Division of Arboviruses
FJ872384	FJ872384	FJ872384.1	1948-XX-XX	Asia	Japan			1500	Homo sapiens	2009-08-18	2016-07-24			Schuh et al	Schuh,A.J.,Li,L.,Tesh,R.B.,Innis,B.L.,Barrett,A.D.,Barrett,A.D.T.	University of Texas Medical Branch, Pathology
FJ872383	FJ872383	FJ872383.1		Asia	Japan			1500	Homo sapiens	2009-08-18	2016-07-24			Schuh et al	Schuh,A.J.,Li,L.,Tesh,R.B.,Innis,B.L.,Barrett,A.D.,Barrett,A.D.T.	University of Texas Medical Branch, Pathology
FJ872382	FJ872382	FJ872382.1		Asia	Japan			1500	Homo sapiens	2009-08-18	2016-07-24			Schuh et al	Schuh,A.J.,Li,L.,Tesh,R.B.,Innis,B.L.,Barrett,A.D.,Barrett,A.D.T.	University of Texas Medical Branch, Pathology
